Nr registo;Substancia Ativa;Nome do medicamento;Forma farmacêeutica;Dosagem;Unit;Tamanho da embalagem;Unidade(s);CNPEM;Preçco;Comerc.;Generico;;;;;
8672915;Glicofosfopeptical;Imunoferon;Cápsula;500;mg;60;unidade(s);50076418;12.17;Comercializado;False;;;;;
5146972;Ropinirol;Ropinirol Cinfa;Comprimido revestido por película;1;mg;84;unidade(s);50044796;12.17;False comercializado;True;;;;;
4973285;Ramipril;Ramipril Alter 10 mg Cápsulas;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4974184;Ramipril;Ramipril Alter 10 mg Cápsulas;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4973582;Ramipril;Ramipril Alter 10 mg Cápsulas;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4973889;Ramipril;Ramipril Alter 10 mg Cápsulas;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5140892;Ramipril;Ramipril Germed;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5141098;Ramipril;Ramipril Germed;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4887592;Ramipril;Ramipril GP;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4887790;Ramipril;Ramipril GP;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5139290;Ramipril;Ramipril Labesfal;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5139498;Ramipril;Ramipril Labesfal;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5142492;Ramipril;Ramipril Mepha;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5142690;Ramipril;Ramipril Mepha;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4868386;Ramipril;Ramipril Romace;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4868782;Ramipril;Ramipril Romace;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
4868584;Ramipril;Ramipril Romace;Cápsula;10;mg;28;unidade(s);50028340;12.18;False comercializado;True;;;;;
5476668;Esomeprazol;Esomeprazol Daquimed;Comprimido gastrorresistente;40;mg;56;unidade(s);50027034;12.19;False comercializado;True;;;;;
4058483;Isotretinoína;Isotretinoína Aurovitas;Cápsula mole;20;mg;90;unidade(s);50034804;12.19;False comercializado;True;;;;;
5706007;Rosuvastatina;Rosuvastatina GP;Comprimido revestido por película;10;mg;60;unidade(s);50037072;12.19;False comercializado;True;;;;;
9791913;Etodolac;Exodolan;Cápsula;200;mg;60;unidade(s);50085417;12.20;False comercializado;False;;;;;
4499398;Lansoprazol;Gastribien;Cápsula gastrorresistente;30;mg;28;unidade(s);50000845;12.20;False comercializado;False;;;;;
5631346;Aripiprazol;Aripiprazol Kipa;Comprimido;15;mg;28;unidade(s);50102214;36.47;Comercializado;True;;;;;
4972485;Ramipril;Ramipril Alter 5 mg Cápsulas;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
4973087;Ramipril;Ramipril Alter 5 mg Cápsulas;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
4972782;Ramipril;Ramipril Alter 5 mg Cápsulas;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
5140793;Ramipril;Ramipril Germed;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
4887493;Ramipril;Ramipril GP;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
5139191;Ramipril;Ramipril Labesfal;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
5142393;Ramipril;Ramipril Mepha;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
4867883;Ramipril;Ramipril Romace;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
4868089;Ramipril;Ramipril Romace;Cápsula;5;mg;56;unidade(s);50016989;12.21;False comercializado;True;;;;;
5368105;Candesartan;Candesartan Bluepharma;Comprimido;16;mg;56;unidade(s);50003011;16.65;Comercializado;True;;;;;
5447669;Candesartan;Candesartan Krka;Comprimido;16;mg;56;unidade(s);50003011;16.65;Comercializado;True;;;;;
5563424;Zolmitriptano;Zolmitriptano Labesfal;Comprimido revestido por película;2.5;mg;6;unidade(s);50018639;12.23;False comercializado;True;;;;;
4607396;Cefixima;Cefixima Cefiton 400 mg Comprimidos;Comprimido revestido;400;mg;12;unidade(s);50004751;12.24;False comercializado;True;;;;;
5144399;Cefixima;Cefixima Germed 400 mg Comprimidos Revestidos;Comprimido revestido;400;mg;12;unidade(s);50004751;12.24;False comercializado;True;;;;;
5143391;Cefixima;Cefixima Labesfal 400 mg Comprimidos Revestidos;Comprimido revestido;400;mg;12;unidade(s);50004751;12.24;False comercializado;True;;;;;
4501995;Cefixima;Cefixima Mepha 400 mg Comprimidos Revestidos;Comprimido revestido;400;mg;12;unidade(s);50004751;12.24;False comercializado;True;;;;;
4296687;Vardenafil;Levitra;Comprimido revestido por película;10;mg;2;unidade(s);50102427;12.24;False comercializado;False;;;;;
4141982;Zolmitriptano;Zomig Nasal;Solução para pulverização nasal;5;mg/dose;2;unidade(s) - 1 dose(s);50035347;19.43;Comercializado;False;;;;;
2359891;Sertaconazol;Dermofix;Pó cutâneo;20;mg/g;1;unidade(s) - 60 g;50070002;12.25;False comercializado;False;;;;;
3273588;Verapamilo;Isoptin Retard 180 mg;Comprimido de libertação prolongada;180;mg;60;unidade(s);50096567;12.25;False comercializado;False;;;;;
5605993;Levofloxacina;Levofloxacina Pharmakern;Comprimido revestido por película;500;mg;16;unidade(s);50042785;12.25;False comercializado;True;;;;;
5425830;Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;10;mg;28;unidade(s);50037056;12.25;False comercializado;True;;;;;
5425863;Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;10;mg;28;unidade(s);50037056;12.25;False comercializado;True;;;;;
5396403;Amorolfina;Amorolfina ratiopharm;Verniz para as unhas medicamentoso;50;mg/ml;1;unidade(s) - 5 ml;50011804;18.75;Comercializado;True;;;;;
2644581;Valsartan + Hidroclorotiazida;Co-Diovan;Comprimido revestido por película;80;mg + 12.5 mg;56;unidade(s);50006061;15.79;Comercializado;False;;;;;
2807782;Valsartan + Hidroclorotiazida;Co-Tareg;Comprimido revestido por película;80;mg + 12.5 mg;56;unidade(s);50006061;15.79;Comercializado;False;;;;;
5666847;Duloxetina;Duloxetina Amperlem;Cápsula gastrorresistente;60;mg;28;unidade(s);50109103;12.26;False comercializado;True;;;;;
5637822;Pregabalina;Pregabalina Gática;Cápsula;100;mg;84;unidade(s);50108212;33.46;Comercializado;True;;;;;
5653464;Messalazina;Salofalk Grânulos;   Granulado gastrorresistente de libertação prolongada;3000;mg;20;unidade(s);50153684;39.54;Comercializado;False;;;;;
5079561;Mirtazapina;Mirtazapina Aurovitas;Comprimido revestido por película;30;mg;56;unidade(s);50014587;18.08;Comercializado;True;;;;;
5334438;Tapentadol;Palexia retard;Comprimido de libertação prolongada;50;mg;30;unidade(s);50121405;19.47;Comercializado;False;;;;;
5584065;Avanafil;Spedra;Comprimido;100;mg;2;unidade(s);50140230;12.27;False comercializado;False;;;;;
5582762;Amlodipina + Atorvastatina;Trinalion;Comprimido revestido por película;5;mg + 20 mg;30;unidade(s);50140094;12.27;False comercializado;False;;;;;
5711486;Formoterol;Formoterol Novolizer;Pó para inalação;6;µg/dose;1;unidade(s) - 60 dose(s);50063510;12.29;False comercializado;False;;;;;
5552369;Glucosamina;Glucosamina Bepz;Pó para solução oral;1500;mg;60;unidade(s);50019007;12.30;False comercializado;True;;;;;
5552328;Glucosamina;Glucosamina Rampy;Pó para solução oral;1500;mg;60;unidade(s);50019007;12.30;False comercializado;True;;;;;
5627716;Metilfenidato;Metilfenidato Mylan;Comprimido de libertação prolongada;18;mg;30;unidade(s);50035584;20.43;Comercializado;True;;;;;
2455988;Estradiol;Dermestril 50;Sistema transdérmico;50;µg/24 h;18;unidade(s);50069969;12.32;False comercializado;False;;;;;
2458784;Estradiol;Epiestrol 50;Sistema transdérmico;50;µg/24 h;18;unidade(s);50069969;12.32;False comercializado;False;;;;;
5055660;Desloratadina + Pseudoefedrina;Aerinaze;Comprimido de libertação modificada;2.5;mg + 120 mg;20;unidade(s);50113798;12.33;False comercializado;False;;;;;
5174792;Isotretinoína;Isotretinoína Orotrex;Cápsula mole;10;mg;60;unidade(s);50030000;19.77;Comercializado;True;;;;;
4421681;Tacrolímus;Protopic;Pomada;1;mg/g;1;unidade(s) - 10 g;50034898;12.33;False comercializado;False;;;;;
3520483;Cetotifeno;Zaditen;Colírio. solução;0.1;mg/0.4 ml;30;unidade(s) - .4 ml;50029460;12.33;Comercializado;False;;;;;
5394325;Levetiracetam;Levetiracetam Alter;Comprimido revestido por película;500;mg;20;unidade(s);50027751;12.34;False comercializado;True;;;;;
5418868;Levetiracetam;Levetiracetam Anova;Comprimido revestido por película;500;mg;20;unidade(s);50027751;12.34;False comercializado;True;;;;;
5383708;Levetiracetam;Levetiracetam Mepha;Comprimido revestido por película;500;mg;20;unidade(s);50027751;12.34;False comercializado;True;;;;;
5632450;Aripiprazol;Aripiprazol Farmoz;Solução oral;1;mg/ml;1;unidade(s) - 150 ml;50111094;44.24;Comercializado;True;;;;;
5632963;Aripiprazol;Aripiprazol Teva;Solução oral;1;mg/ml;1;unidade(s) - 150 ml;50111094;44.24;Comercializado;True;;;;;
5113923;Isotretinoína;Isotretinoína Generis;Cápsula mole;10;mg;60;unidade(s);50030000;19.79;Temporariamente indisponível;True;;;;;
5285689;Pravastatina;Pravastatina Zentiva;Comprimido;40;mg;60;unidade(s);50014269;17.00;Comercializado;True;;;;;
5637152;Pregabalina;Pregabalina GP;Cápsula;150;mg;56;unidade(s);50105469;22.72;Comercializado;True;;;;;
5114111;Brometo de tiotrópio;Spiriva Respimat;Solução para inalação por nebulização;2.5;µg/dose;1;unidade(s) - 60 dose(s);50113569;39.85;Comercializado;False;;;;;
5982780;Buprenorfina + Naloxona;Suboxone;Comprimido sublingual;8;mg + 2 mg;7;unidade(s);50111140;19.61;Comercializado;False;;;;;
4606695;Cefotaxima;Cefotaxima Labesfal 500 mg Pó e solvente para solução injectável IM/IV;Pó e solvente para solução injetável;500;mg/2 ml;5;unidade(s) - 2 ml;50004891;12.36;False comercializado;True;;;;;
5079819;Losartan;Decara;Comprimido revestido por película;50;mg;60;unidade(s);50006312;12.36;False comercializado;True;;;;;
5691555;Olmesartan medoxomilo + Hidroclorotiazida;Olmesartan medoxomilo + Hidroclorotiazida Zentiva;Comprimido revestido por película;40;mg + 12.5 mg;56;unidade(s);50119990;12.36;False comercializado;True;;;;;
5691621;Olmesartan medoxomilo + Hidroclorotiazida;Olmesartan medoxomilo + Hidroclorotiazida Zentiva;Comprimido revestido por película;40;mg + 25 mg;56;unidade(s);50120018;12.36;False comercializado;True;;;;;
5007885;Amlodipina;Amlodipina Bluepharma;Comprimido;5;mg;90;unidade(s);50024639;12.37;False comercializado;True;;;;;
5354097;Risperidona;Risperidona Baldacci 6 mg Comprimidos;Comprimido revestido por película;6;mg;20;unidade(s);50040758;12.37;False comercializado;True;;;;;
5354493;Risperidona;Risperidona Baldacci 6 mg Comprimidos;Comprimido revestido por película;6;mg;20;unidade(s);50040758;12.37;False comercializado;True;;;;;
5354295;Risperidona;Risperidona Baldacci 6 mg Comprimidos;Comprimido revestido por película;6;mg;20;unidade(s);50040758;12.37;False comercializado;True;;;;;
5002878;Risperidona;Risperidona Krka;Comprimido revestido por película;6;mg;20;unidade(s);50040758;12.37;False comercializado;True;;;;;
5374152;Risperidona;Risperidona Mylan;Comprimido revestido por película;6;mg;20;unidade(s);50040758;12.37;False comercializado;True;;;;;
5902192;Risperidona;Risperidona Pentafarma;Comprimido revestido por película;6;mg;20;unidade(s);50040758;12.37;False comercializado;True;;;;;
5220926;Valaciclovir;Valaciclovir Arpedex;Comprimido revestido por película;1000;mg;10;unidade(s);50047728;12.37;False comercializado;True;;;;;
5206370;Valaciclovir;Valaciclovir Biofarmoz;Comprimido revestido por película;1000;mg;10;unidade(s);50047728;12.37;False comercializado;True;;;;;
5216437;Valaciclovir;Valaciclovir Ocram;Comprimido revestido por película;1000;mg;10;unidade(s);50047728;12.37;False comercializado;True;;;;;
5221023;Valaciclovir;Valaciclovir Tetrafarma;Comprimido revestido por película;1000;mg;10;unidade(s);50047728;12.37;False comercializado;True;;;;;
5043997;Diltiazem;Diltiazem Mylan;Cápsula de libertação prolongada;90;mg;120;unidade(s);50009427;12.39;False comercializado;True;;;;;
2150084;Glucagom;GlucaGen;Pó e solvente para solução injetável;1;mg/1 ml;1;unidade(s) - 1 ml;50074032;19.66;Comercializado;False;;;;;
2806883;Irbesartan + Hidroclorotiazida;Karvezide;Comprimido;300;mg + 12.5 mg;28;unidade(s);50019260;12.39;False comercializado;False;;;;;
5031216;Olanzapina;Olanzapina Alter;Comprimido revestido por película;5;mg;14;unidade(s);50046926;12.39;False comercializado;True;;;;;
5246004;Olanzapina;Olanzapina Basi;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5382908;Olanzapina;Olanzapina Ciclum;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5379318;Olanzapina;Olanzapina Ciclum;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5051677;Olanzapina;Olanzapina Ciclum;Comprimido revestido por película;5;mg;14;unidade(s);50046926;12.39;False comercializado;True;;;;;
5046438;Olanzapina;Olanzapina Cinfa;Comprimido;5;mg;14;unidade(s);50046926;12.39;False comercializado;True;;;;;
5057021;Olanzapina;Olanzapina Krka;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5461025;Olanzapina;Olanzapina Mylan;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5461058;Olanzapina;Olanzapina Mylan;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5080726;Olanzapina;Olanzapina ratiopharm;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5105168;Olanzapina;Olanzapina TAD;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5046537;Olanzapina;Olanzapina toLife;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5046727;Olanzapina;Olanzapina toLife;Comprimido revestido por película;5;mg;14;unidade(s);50046926;12.39;False comercializado;True;;;;;
5145255;Olanzapina;Olanzapina Vida;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5145271;Olanzapina;Olanzapina Vida;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5416508;Telmisartan;Telmisartan Teva Pharma;Comprimido;40;mg;28;unidade(s);50019317;12.39;False comercializado;True;;;;;
5064951;Olanzapina;Zalasta;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
5064761;Olanzapina;Zalasta;Comprimido;5;mg;14;unidade(s);50046926;12.39;False comercializado;True;;;;;
5074927;Olanzapina;Zamil;Comprimido orodispersível;5;mg;14;unidade(s);50046918;12.39;False comercializado;True;;;;;
9549261;Ranitidina;Gastridina 150;Comprimido revestido por película;150;mg;60;unidade(s);50003984;15.97;False comercializado;False;;;;;
8541615;Ranitidina;Zantac;Comprimido revestido por película;150;mg;60;unidade(s);50003984;15.97;Temporariamente indisponível;False;;;;;
5587134;Celecoxib;Celecoxib Krka;Cápsula;200;mg;30;unidade(s);50026283;12.41;False comercializado;True;;;;;
5035407;Gabapentina;Gabapentina Almus;Comprimido revestido por película;600;mg;60;unidade(s);50022407;12.42;False comercializado;True;;;;;
5016852;Gabapentina;Gabapentina Ciclum;Comprimido revestido por película;600;mg;60;unidade(s);50022407;12.42;False comercializado;True;;;;;
5014048;Gabapentina;Gabapentina Farmoz;Comprimido revestido por película;600;mg;60;unidade(s);50022407;12.42;False comercializado;True;;;;;
5861281;Gabapentina;Gabapentina Sasivan;Comprimido revestido por película;600;mg;60;unidade(s);50022407;12.42;False comercializado;True;;;;;
5017058;Gabapentina;Gabapentina ToLife;Comprimido revestido por película;600;mg;60;unidade(s);50022407;12.42;False comercializado;True;;;;;
3699782;Nadifloxacina;Nadixa;Creme;10;mg/g;1;unidade(s) - 25 g;50101234;12.43;False comercializado;False;;;;;
5634134;Duloxetina;Duloxetina Kipa;Cápsula gastrorresistente;30;mg;28;unidade(s);50107216;15.59;Comercializado;True;;;;;
5644141;Duloxetina;Duloxetina Pharmakern;Cápsula gastrorresistente;30;mg;28;unidade(s);50107216;15.59;Comercializado;True;;;;;
5642103;Duloxetina;Duloxetina ratiopharm;Cápsula gastrorresistente;30;mg;28;unidade(s);50107216;15.59;Comercializado;True;;;;;
5015649;Bupropiom;Elontril;Comprimido de libertação modificada;150;mg;30;unidade(s);50112252;19.74;Comercializado;False;;;;;
5171541;Omeprazol;Omeprazol Cinfa;Cápsula gastrorresistente;40;mg;14;unidade(s);50019066;12.44;False comercializado;True;;;;;
5107404;Omeprazol;Omeprazol Ratiopharm;Cápsula gastrorresistente;40;mg;14;unidade(s);50019066;12.44;False comercializado;True;;;;;
5107461;Omeprazol;Omeprazol Teva;Cápsula gastrorresistente;40;mg;14;unidade(s);50019066;12.44;False comercializado;True;;;;;
5176508;Omeprazol;Omeprazol Uqfar;Cápsula gastrorresistente;40;mg;14;unidade(s);50019066;12.44;False comercializado;True;;;;;
4581088;Fluoxetina;Prozac;Cápsula;20;mg;56;unidade(s);50006908;13.65;Comercializado;False;;;;;
5015565;Bupropiom;Wellbutrin XR;Comprimido de libertação modificada;150;mg;30;unidade(s);50112252;19.74;Comercializado;False;;;;;
2313989;Fluticasona;Asmatil;Suspensão pressurizada para inalação;125;µg/dose;1;unidade(s) - 60 dose(s);50002635;12.45;False comercializado;False;;;;;
2271989;Fluticasona;Brisovent Inalador;Suspensão pressurizada para inalação;125;µg/dose;1;unidade(s) - 60 dose(s);50002635;12.45;False comercializado;False;;;;;
5175187;Eprosartan + Hidroclorotiazida;Teveten Plus;Comprimido revestido por película;600;mg + 12.5 mg;56;unidade(s);50107097;40.16;Comercializado;False;;;;;
9697318;Proglumetacina;Protaxil;Comprimido revestido;300;mg;60;unidade(s);50083384;19.78;Comercializado;False;;;;;
4049789;Zolmitriptano;Zomig Rapimelt;Comprimido orodispersível;2.5;mg;6;unidade(s);50023764;16.74;Comercializado;False;;;;;
2415081;Nicorandilo;Dancor;Comprimido;20;mg;60;unidade(s);50006460;21.01;Comercializado;False;;;;;
